StudyInstanceUID,mse,mean,std
1.2.826.0.1.3680043.8.498.16912578108416928746283784829454715888,0.11552867278697788,127.66595729300438,71.43911225215719
1.2.826.0.1.3680043.8.498.87968736412284167943497055858764536058,1.7931141282995389,139.290476953125,32.18488995023056
1.2.826.0.1.3680043.8.498.40802702668769589949152144569780930737,0.9197816482064048,108.57694652647436,66.65029264667254
1.2.826.0.1.3680043.8.498.11909730476134310240667207800957724266,1.0200680900387191,158.0746931640625,50.20127132464805
1.2.826.0.1.3680043.8.498.39609064050258851838326639414752038042,0.0004772827937804713,164.7248693359375,57.154949901429184
1.2.826.0.1.3680043.8.498.99953289890800547533111083898337523000,0.08834148826915565,131.27902032747082,63.19519269039248
1.2.826.0.1.3680043.8.498.39049743224714531098358673968699223595,0.05357404679044732,134.040240234375,47.19242484504042
1.2.826.0.1.3680043.8.498.90690902638236229941594899939324151157,1.7649832035452464,119.18191119027627,43.868807538642386
1.2.826.0.1.3680043.8.498.44301685598654680107675169701193697387,0.10945879299309826,121.23176710317264,60.33412552070918
1.2.826.0.1.3680043.8.498.44364991234575929806516760292200713047,0.8498714668821639,103.283759765625,54.68298633448902
1.2.826.0.1.3680043.8.498.12662459268358115142748448763853146057,1.1168723371500633,121.49271068500931,74.35559814459849
1.2.826.0.1.3680043.8.498.54411380957688472508030133743998875444,0.1315359880955302,130.03279077428363,72.29051607919178
1.2.826.0.1.3680043.8.498.37913195819499413602448266510468619409,0.329073011728017,115.4828767578125,45.688848780510185
1.2.826.0.1.3680043.8.498.66351209110039920496177079362546944782,0.0008393880721752647,110.27329794053969,59.23324111476218
1.2.826.0.1.3680043.8.498.94564462859946775522376320597876488968,0.007558195686153536,100.07506343845698,56.464472492206745
1.2.826.0.1.3680043.8.498.49899326006075315827438746288626795698,1.1842468374505353,118.84911705810201,53.24029078278223
1.2.826.0.1.3680043.8.498.23522123195677570717837701054470191426,1.433300927766844,157.550008203125,50.15954864892623
1.2.826.0.1.3680043.8.498.70468568030710383761890037393704803783,1.0253752921058583,109.39554296875,41.761029990147506
1.2.826.0.1.3680043.8.498.49345782257776265407159514115405084228,0.0014639039608668753,113.5671724609375,51.098918190155864
1.2.826.0.1.3680043.8.498.52820408168813236598554077798059421922,0.21275606939880695,158.029731640625,43.35428854866373
1.2.826.0.1.3680043.8.498.89553042032928832327017717852328523313,0.9126995130999785,116.8768013671875,49.603237159940605
1.2.826.0.1.3680043.8.498.88330492208467136009311439704751460464,0.3444055792652956,104.5426356080625,60.79291047959155
1.2.826.0.1.3680043.8.498.18231850988165396419729879934223583954,1.1626248617024193,151.6409361328125,55.42371386411097
1.2.826.0.1.3680043.8.498.87756797072396360558325083166083704127,0.6852368247194229,112.1816021484375,40.83133607918367
1.2.826.0.1.3680043.8.498.93758796965828146947055675508262833992,0.041368147364853086,110.80649359393637,67.01388022462127
1.2.826.0.1.3680043.8.498.35269371009621506878986509100979369463,0.01867735309172275,156.4681490234375,61.90711680967841
1.2.826.0.1.3680043.8.498.33742897093668894116450307194207765906,1.1840874352029744,107.662062109375,47.07811273578553
1.2.826.0.1.3680043.8.498.21117088032430131881834492712021033450,1.066057083991916,116.04396992224446,72.22967360551145
1.2.826.0.1.3680043.8.498.78241780469611329601072964834029228012,0.0002817537207333897,103.16624315906722,69.47973458707575
1.2.826.0.1.3680043.8.498.20120489824919005451103282634060261378,0.18773423395776126,105.58950816352802,61.51385871800222
1.2.826.0.1.3680043.8.498.10863759583035755132724905235136822602,8.483582095933178e-05,104.31359517740616,37.884201999010344
1.2.826.0.1.3680043.8.498.96303608016739892857990883565400347928,0.7358597868126693,116.2642541015625,59.89564912761397
1.2.826.0.1.3680043.8.498.83826818978820836306617437019714745099,0.0003400490402780087,115.88662626774013,50.1138533395878
1.2.826.0.1.3680043.8.498.16262979905295691197537428419308916548,0.15538773923008176,102.87995403927525,63.66180691648044
1.2.826.0.1.3680043.8.498.45114171511781107649527256548033785190,1.2914518440336493,113.8109544921875,53.91003722094027
1.2.826.0.1.3680043.8.498.57243652550464407994916827645098572185,0.0021534757675550982,119.4108537109375,45.21347227547085
1.2.826.0.1.3680043.8.498.10811476425457648119826439628814669824,1.1183587728637778,132.3732314453125,50.36984096224316
1.2.826.0.1.3680043.8.498.41910072128261315317567346248913493128,2.5905443277380913,108.4818115234375,52.99630299642321
1.2.826.0.1.3680043.8.498.13133918036030092603419960665179902653,1.467700513422179,122.7991361205094,72.30169488388213
1.2.826.0.1.3680043.8.498.33717345723466709327583347429973274454,0.3320786865726013,124.69372846796898,74.09917376274716
1.2.826.0.1.3680043.8.498.26255946920569788246620134736089100401,0.001493878646553197,118.13427364239287,68.42902673124247
1.2.826.0.1.3680043.8.498.95099589812012397317689494679239585392,0.004408173966920101,94.55308333025833,75.49360630061469
1.2.826.0.1.3680043.8.498.68827323082551050506617595842266612165,0.0008834892267550625,113.3696970703125,53.45808656502204
1.2.826.0.1.3680043.8.498.40462192028336079667044901122255958594,2.0641881907275113,110.5247064453125,54.00647666366329
1.2.826.0.1.3680043.8.498.10712295665422615924136701957661984967,0.00032134527225928636,135.49795587194177,56.5316532944991
1.2.826.0.1.3680043.8.498.39471069604436971212055668629344807700,0.04212157756545107,120.2932046875,57.05173757826075
1.2.826.0.1.3680043.8.498.12419943620242696093467185913486426851,0.5855902623191939,124.4164724609375,55.329474380836054
1.2.826.0.1.3680043.8.498.91077739206830770083076617530278288466,0.002854858298604374,125.10987329801772,64.77483428723393
1.2.826.0.1.3680043.8.498.85854884704005843524248251157319733138,0.12694924042636208,120.47964068229645,72.63191379686111
1.2.826.0.1.3680043.8.498.98984050497722678597774255526532821139,0.6103464944071222,114.31316796875,45.11533405005832
1.2.826.0.1.3680043.8.498.33808251992139263214290891330640846162,0.022699646107039936,131.52067216466628,64.26030452877191
1.2.826.0.1.3680043.8.498.50741736996087409297109346081272653578,0.046747506419804435,136.6297984375,36.88562972880663
1.2.826.0.1.3680043.8.498.36316676525918613698371803050669886189,0.0018663519672082053,106.73174266418881,68.04551234243043
1.2.826.0.1.3680043.8.498.60479682390524402391638095462625729012,0.1704030200482888,139.0463206209457,63.72667597832256
1.2.826.0.1.3680043.8.498.47646081157786683157762808524947150161,0.2541674190970533,111.01370409587079,42.638405512982374
1.2.826.0.1.3680043.8.498.77003371891950233017182735369496640180,0.8228600839678729,111.780913671875,52.769614081604324
1.2.826.0.1.3680043.8.498.37305229642232328523903318625065928487,0.07328576133867239,154.3612078125,53.73814664367796
1.2.826.0.1.3680043.8.498.11660835448698582992282227559286571297,0.6929760013302037,150.7507275390625,59.845765590713754
1.2.826.0.1.3680043.8.498.37618886629818884920350019673249552427,0.048433230385014445,119.31371719002108,55.969045581702076
1.2.826.0.1.3680043.8.498.12116356828364608232964861880767662660,0.0021979923525399362,109.17025933582035,79.14527451156334
1.2.826.0.1.3680043.8.498.30798392240062365831336906148039846427,0.002636399300330221,159.61848984375,42.9136440051128
1.2.826.0.1.3680043.8.498.10887002466333271656678089843348979975,0.4628960664550015,106.1337755859375,61.01338383520695
1.2.826.0.1.3680043.8.498.72960761368588005198860590269949555163,0.47092888590970255,121.78507727349435,57.755616762723875
1.2.826.0.1.3680043.8.498.12918150180010837583298753011601054701,0.5856402136907506,173.6552125,50.96824720492497
1.2.826.0.1.3680043.8.498.20966223872104239339188384504897285903,0.5243829561722247,109.2004138671875,59.071274127576366
1.2.826.0.1.3680043.8.498.45360505312264615953098349125494995822,0.06115004806245537,116.08159181197782,67.70878611463651
1.2.826.0.1.3680043.8.498.13099062167372163492684278596093393470,0.2461291401021569,113.5207580078125,54.55616614836708
1.2.826.0.1.3680043.8.498.13019115690797481874034726943636677640,0.006095799269740821,113.79284501156607,59.01138060147336
1.2.826.0.1.3680043.8.498.91757634945279074685168088313150296496,1.6503150060798888,109.76531378467702,30.365400948454973
1.2.826.0.1.3680043.8.498.45721200226335550416723424386756153438,0.0021540588313844864,111.87977190026055,71.17004323237785
1.2.826.0.1.3680043.8.498.33549773784700822040235210263149275936,0.0030227228736005255,109.7981302418843,71.87056293491712
1.2.826.0.1.3680043.8.498.40799603244084769744434026209130837747,0.4193054015597188,98.51713619021056,78.50974730954427
1.2.826.0.1.3680043.8.498.11385924984038756058566728240583331527,1.6434822961669815,115.2147935546875,50.88802880868497
1.2.826.0.1.3680043.8.498.84567702856785955272501546701505914261,0.013007673519562545,110.73243827484441,63.57949257167811
1.2.826.0.1.3680043.8.498.89714760866820918118663128248582205063,0.9238230833368938,157.6474783203125,45.77095342560376
1.2.826.0.1.3680043.8.498.16528041144952205128979776225775713853,0.38940037843317016,108.61419629700517,61.0881772733595
1.2.826.0.1.3680043.8.498.95502797830724322596595845498759355187,0.30711040188599753,159.6131775390625,48.14618484431974
1.2.826.0.1.3680043.8.498.74523920694126496059873042608524974771,0.0025256103823762884,115.6083859375,58.64151199825665
1.2.826.0.1.3680043.8.498.22170114610225706328985130451436682207,0.4967340544927652,110.6278322265625,46.71595266642034
1.2.826.0.1.3680043.8.498.11521588057683483973269800309471984108,0.03226591444473449,96.900721484375,70.75231919527944
1.2.826.0.1.3680043.8.498.21133040956888457827304884992334631443,0.8192318269358552,128.3449400390625,49.48717939008686
1.2.826.0.1.3680043.8.498.12988936395060924141262240876187371094,0.0008056421459150841,127.78188394629663,67.22393008378057
1.2.826.0.1.3680043.8.498.31758177203122763047187414134915791229,0.045101010678446185,133.86281057968915,69.7959855460212
1.2.826.0.1.3680043.8.498.42427461711395327124671357921386010782,0.6416508050993666,116.814719140625,56.334677055716725
1.2.826.0.1.3680043.8.498.89409697793368109323660587365845222263,1.7353082484525255,151.23196328125,57.441192118727194
1.2.826.0.1.3680043.8.498.13338997377143048777865131082597180532,1.5147547903962615,113.1271041015625,61.71286310070559
1.2.826.0.1.3680043.8.498.38859320123480242034412413281358187110,0.00040422728834697423,155.28075929236135,62.04790507421545
1.2.826.0.1.3680043.8.498.58978399544484725012990490099074395827,0.03014017965240187,91.98228675314465,43.108750274426484
1.2.826.0.1.3680043.8.498.33175130341567163403676065187719595043,9.50776936765694e-05,124.59680362886304,71.36035847126905
1.2.826.0.1.3680043.8.498.73537792158439334813961842257363689219,0.9554678827256464,114.3063470703125,52.616998372041806
1.2.826.0.1.3680043.8.498.13376267072883808973212933035438372084,0.224926121228775,86.6425806332115,54.62250561032473
1.2.826.0.1.3680043.8.498.12149742622553360236015949235688635218,0.2821478312928924,121.2328908203125,44.75000795162502
1.2.826.0.1.3680043.8.498.16239776659509261297599524170101077535,0.41928420592319343,149.97723828125,49.892114570914764
1.2.826.0.1.3680043.8.498.83593428566687420012930722393007180637,0.08007840601518311,136.586189453125,42.18762277634039
1.2.826.0.1.3680043.8.498.12181774270326997895482338838610189296,0.8867035746828992,116.4262689453125,53.7058747846809
1.2.826.0.1.3680043.8.498.25768338517894304222388995595198183546,0.003714323135082695,104.73698203125,64.6498633752519
1.2.826.0.1.3680043.8.498.12202585705015840317454848976191106097,0.001041427159531431,121.31938031514854,60.322528788551814
1.2.826.0.1.3680043.8.498.41219045795159738970554714717370422179,0.001790596323034624,163.9817287109375,53.89788897430547
1.2.826.0.1.3680043.8.498.68678321207899866105570544050358543384,0.17659321071574136,101.2616318359375,54.505671473763734
1.2.826.0.1.3680043.8.498.91590754302894538599057899721286185266,0.019166950495842893,130.12869105831604,50.60945767529028
1.2.826.0.1.3680043.8.498.42775509120475954285253401198930324929,0.009337111130272491,121.80659044870798,66.77332117824987
1.2.826.0.1.3680043.8.498.97542896558452881420741704675086593521,0.19765691057878199,124.30535609914716,54.220255745482035
1.2.826.0.1.3680043.8.498.11370127573175479370866082427864314583,0.6464805124012591,133.7430521484375,42.15522064936786
1.2.826.0.1.3680043.8.498.65929674357757996269752773230251981056,0.25431090936864215,121.0153134765625,57.54272229848768
1.2.826.0.1.3680043.8.498.12315281402408815799787473430087595006,0.002902014550151595,136.759934765625,45.957228879267404
1.2.826.0.1.3680043.8.498.39535983757205976856728257439690927389,0.010013310981042158,114.2399490234375,62.880028433782854
1.2.826.0.1.3680043.8.498.61560111782724484260606112573439844183,0.22390910570340908,150.288553125,53.42763622766128
1.2.826.0.1.3680043.8.498.33540624431687177060514995638409495729,0.3988686454138939,120.7261673602193,53.32889592460371
1.2.826.0.1.3680043.8.498.10649719168656400350842142098001369379,0.835040716645809,129.0460091796875,52.79601150291871
1.2.826.0.1.3680043.8.498.29700518910921861002156450733761068446,0.38644894400686397,128.29085169086898,59.86418561595005
1.2.826.0.1.3680043.8.498.41574860661139473724286198895806168997,0.0013732720779237285,103.2776771484375,63.20949272844368
1.2.826.0.1.3680043.8.498.68545350820992420584415160349425957821,0.0670474185794674,116.28929235507425,56.06392793383255
1.2.826.0.1.3680043.8.498.99047197622174608983112098839964506272,0.17829526545620075,121.2161444184448,61.93716746321222
1.2.826.0.1.3680043.8.498.10894362203424762787141396894787309160,2.1158598207549493,106.36006019193091,52.96287365416778
1.2.826.0.1.3680043.8.498.22650223781099379244403034027429336871,0.033051536920339145,110.9279515625,53.793543612716924
1.2.826.0.1.3680043.8.498.90971216792386549920416437679646133654,0.19135642738892944,114.041966015625,55.989950794990065
1.2.826.0.1.3680043.8.498.12579610658704888120682060094420815938,0.000319412419646171,93.90434389884051,58.961097633020195
1.2.826.0.1.3680043.8.498.45428043005195282484950417846473627951,0.00049177916720009,92.70014298689294,66.92133796297742
1.2.826.0.1.3680043.8.498.48446590607939939155313746745665370209,0.0031629771851651952,158.1136720703125,47.28767169655047
1.2.826.0.1.3680043.8.498.62622137431043040060624360931371457920,0.47102548666448696,119.8330619140625,57.47300687261934
1.2.826.0.1.3680043.8.498.58378714808558758444353938356819258765,1.508594704644113,141.734130859375,37.69734920956895
1.2.826.0.1.3680043.8.498.60118120236555713814807659073751665822,0.4901497266165074,156.7016318359375,42.12240683405162
1.2.826.0.1.3680043.8.498.33293251050984936681628574667679197681,0.02403500967686505,105.980744140625,61.23230845512139
1.2.826.0.1.3680043.8.498.35050970885316155848785164669729224802,0.0037404960328713955,111.40709830024834,67.44659451464132
1.2.826.0.1.3680043.8.498.32429704716956711535885628038186480021,1.0890181196934146,111.3598232421875,57.230336484669074
1.2.826.0.1.3680043.8.498.88644465143625317117722198670214671969,0.7988634426590733,120.6843185546875,46.6892365317789
1.2.826.0.1.3680043.8.498.49325657494038471931768761924475387667,0.002375528016748514,152.4086486328125,57.529942915675136
1.2.826.0.1.3680043.8.498.11681891369848968447703130274194080084,0.48789607745509217,102.57087742640522,58.86816582894225
1.2.826.0.1.3680043.8.498.68558532459785391959223127800095940583,0.9366547077623644,132.17449447514326,61.36799532273571
1.2.826.0.1.3680043.8.498.13375789499221650169553894098053341161,0.0022391456057876307,158.6129173828125,47.81879475369394
1.2.826.0.1.3680043.8.498.12335741052582833854023077143883240407,0.2942935386760948,103.3099037109375,68.07496390786507
1.2.826.0.1.3680043.8.498.11031583518937176609291239920758653816,0.024384277914914952,123.9717443359375,57.4172287903989
1.2.826.0.1.3680043.8.498.10707593002703159996215932510112044919,0.18074061231004626,110.5001232421875,55.5863221743932
1.2.826.0.1.3680043.8.498.27019412997771468578177289877439036582,0.15856490859212394,125.00406883355559,70.2514409416647
1.2.826.0.1.3680043.8.498.27583033743204798514693875946811722513,0.14395220204172404,111.28522133487273,62.38605728655532
1.2.826.0.1.3680043.8.498.11805626433486836108222029179480953790,0.21861903615485795,112.9083259765625,50.89570338084778
1.2.826.0.1.3680043.8.498.77354007025533965070161631169442814524,0.49118426474427856,114.4265220703125,56.68935406816457
1.2.826.0.1.3680043.8.498.47357077397268664736365874224436451718,0.024176293084456082,122.54943337572854,59.05392530477787
1.2.826.0.1.3680043.8.498.12247342179327024345247601371000499954,0.9932155806984997,128.32948959568145,55.63035062484676
1.2.826.0.1.3680043.8.498.64168088970553938191604231452371766600,0.5033038112110831,110.5527197265625,60.13063671542408
1.2.826.0.1.3680043.8.498.20926421709351416385452214952237049157,0.008350405398227337,111.25241796875,47.30091724150604
1.2.826.0.1.3680043.8.498.12741624746047273317001491292457206703,0.006512903753020619,122.4146533203125,46.62389043509392
1.2.826.0.1.3680043.8.498.10365319284327362438182904046943770771,1.1378412495783763,116.14680390625,49.65508244556253
1.2.826.0.1.3680043.8.498.48556411687120865577552604010479559152,0.10961856648379803,97.58611783397544,38.73883669630207
1.2.826.0.1.3680043.8.498.74790096693415417330136211661149920474,0.38687361875847565,114.5598403954279,51.96699106307768
1.2.826.0.1.3680043.8.498.64821080164402925814409651520648831596,0.7398104917921735,103.38168650597649,41.46499379065514
1.2.826.0.1.3680043.8.498.74039227819319963630549249009634017584,0.10708874810617464,151.20485,53.13878201149326
1.2.826.0.1.3680043.8.498.41965037794750233234889740495993515090,0.013204229483679143,131.94051898626066,59.25946315097897
1.2.826.0.1.3680043.8.498.11628817395326230048676934953074521231,0.13821502373667663,121.3851352324739,67.4699987442086
1.2.826.0.1.3680043.8.498.92905906707933866806587298586406932495,1.4122914470608463,125.98038921470571,71.30764942625932
1.2.826.0.1.3680043.8.498.78777954356771369569015505722430911864,0.09561703661357278,104.28643209358228,40.04484694795822
1.2.826.0.1.3680043.8.498.24055704459919756286019444275915966664,0.15989187535710472,84.12006576916428,58.568062935262944
1.2.826.0.1.3680043.8.498.46289766348303047209649355036405722334,0.7204037387790321,131.8664482421875,40.79469055409719
1.2.826.0.1.3680043.8.498.77150314152430765820510898590048005940,3.831704311592557,74.1728818359375,69.36916738400778
1.2.826.0.1.3680043.8.498.11496422973226921867945422133598255275,0.04899401597392129,153.99217890625,63.986817622503274
1.2.826.0.1.3680043.8.498.30375942591308414021099770663589541602,2.0972086854779137,112.2311654296875,55.5825134710104
1.2.826.0.1.3680043.8.498.55903430877553957357356123208330929594,0.010572414964194773,120.5232966796875,52.90598226304699
1.2.826.0.1.3680043.8.498.10768904008850665080908117491376004242,0.00019443700973894118,115.55833829830584,68.39057454456125
1.2.826.0.1.3680043.8.498.10789137408396711450581648299704771226,0.004534274095165954,127.51448832999934,56.74942302404916
1.2.826.0.1.3680043.8.498.53820329587463023644572151813937387444,0.9832855160892361,131.10462972109718,58.54435281803067
1.2.826.0.1.3680043.8.498.77400150408208108062302680220856033224,0.8106980713626889,127.85609155820903,56.45014692091894
1.2.826.0.1.3680043.8.498.74579763900891627023142390145044977755,1.2109744175736463,123.8572131789407,50.87586772681335
1.2.826.0.1.3680043.8.498.24828803203778202136117724251129914715,0.7263548344199601,131.6487490234375,57.685101543936604
1.2.826.0.1.3680043.8.498.94205307394855687121927471423205276672,0.1293238506601997,93.71524866537423,50.37693725332173
1.2.826.0.1.3680043.8.498.83574817573978660270935463700320068005,3.2912206827132504,114.42901774321676,40.95107763923645
1.2.826.0.1.3680043.8.498.10083227715434855265344997618519145359,0.014661936817314515,160.633444921875,68.51398595439527
1.2.826.0.1.3680043.8.498.10058065730435213409929610838109608470,0.04499287402963981,125.8012322265625,45.39867372448841
1.2.826.0.1.3680043.8.498.12446244057595099492651333473008116958,0.3009807479036636,125.1326,63.17675629525466
1.2.826.0.1.3680043.8.498.11681037118426519726226847357501195131,0.03824932990302075,127.34494519493562,69.93284249062302
1.2.826.0.1.3680043.8.498.47054484870310301481978576512260820602,0.0026072466403217003,109.9615582646438,31.42379208523292
1.2.826.0.1.3680043.8.498.24625867292731007377628986921891325869,0.308168161267015,103.0027298717254,40.898245939969804
1.2.826.0.1.3680043.8.498.91659437186629222988341635051580886486,0.07389500525405829,147.1381515625,51.252952164261025
1.2.826.0.1.3680043.8.498.84441007270909843966230707189875510160,0.920140502776655,129.2258494140625,43.366965047970034
1.2.826.0.1.3680043.8.498.99770114027861438163195742912843137328,0.0062214809867366565,129.28825768567452,60.59840464904598
1.2.826.0.1.3680043.8.498.91011683612448271393570212345302745394,0.11435019876951234,111.86582890625,52.15585006280554
1.2.826.0.1.3680043.8.498.11558477091313355481870007133234301246,0.05717946699532442,125.01227698784122,65.3813513434806
1.2.826.0.1.3680043.8.498.86527863043809639848924886607782061563,0.2580393467106514,153.87529375,50.33830979986774
1.2.826.0.1.3680043.8.498.75289336873032144148618920345470900974,0.6148497787461576,119.0655658203125,45.207169946810104
1.2.826.0.1.3680043.8.498.10819610494240132287643594941868244620,0.030218617868348337,120.91581992019,70.43776655954355
1.2.826.0.1.3680043.8.498.51869829933004173988891808301950853067,0.33811685894652443,162.812609375,44.471220187757815
1.2.826.0.1.3680043.8.498.66084463892192298054704359989744409906,0.5814133640930578,110.065608203125,54.89401910102484
1.2.826.0.1.3680043.8.498.10864803275198701456144906348152990524,0.02142154630505455,91.42476008635451,67.83031905419985
1.2.826.0.1.3680043.8.498.10258511804444851788243546638534013387,0.2391568814824057,127.4837326171875,44.52204927561599
1.2.826.0.1.3680043.8.498.12480274976180271835453386054709581865,0.0061937230038991405,144.55772603744774,55.964978839643365
1.2.826.0.1.3680043.8.498.11724465039092903312764479614191183461,0.09579908865603957,132.8345234375,42.86572496625089
1.2.826.0.1.3680043.8.498.52037928238956643446922102250307808486,0.03285573348634348,107.5640470703125,59.79175164166907
1.2.826.0.1.3680043.8.498.70434986051023779863141822533780292009,0.5300041716091136,107.8880578125,51.733070806210684
1.2.826.0.1.3680043.8.498.17230802451173576441578536774255761107,0.8944222336257593,137.73861211531207,67.2733548152735
1.2.826.0.1.3680043.8.498.16572023386474428274894684326786070736,0.14595700154764008,114.4026474609375,55.52004160435005
1.2.826.0.1.3680043.8.498.54294513089108118528015979369389445506,0.10530469471488699,107.2823005859375,51.88723787812727
1.2.826.0.1.3680043.8.498.90624434818104211416451952359511954432,0.07803681840941598,163.80184375,42.41195146039276
1.2.826.0.1.3680043.8.498.10757146262205407609002693443996634944,0.44909540870968145,119.23847599011327,61.33335823057391
1.2.826.0.1.3680043.8.498.42895919761307837063042052373378384763,0.17193250416823283,131.5023169921875,55.574398761988824
1.2.826.0.1.3680043.8.498.12095739838326166535013624724405524934,0.020337219485145556,118.180926953125,56.76497058706306
1.2.826.0.1.3680043.8.498.84704781761711970076653201037013385109,0.03850545934137609,137.17414216594224,49.67859666544651
1.2.826.0.1.3680043.8.498.30892552527249635022492047911802225532,0.5701531957391932,146.5577201171875,32.69012791822549
1.2.826.0.1.3680043.8.498.16312233678037220779342327476592902367,0.08158160652517282,108.0818572265625,61.2695726570224
1.2.826.0.1.3680043.8.498.99965043948527071893059024810300513130,0.004586401367451037,112.330279296875,58.16400334164324
1.2.826.0.1.3680043.8.498.28924322411012007756657474550402323157,1.0726108519914905,122.86528828125,55.07450412937532
1.2.826.0.1.3680043.8.498.53750245453844985194379164854438572607,0.015759222364509325,98.4500856907949,48.68347219824675
1.2.826.0.1.3680043.8.498.13178241554688234441776658276818269408,0.34496271135195056,112.6447208984375,57.799359628283774
1.2.826.0.1.3680043.8.498.86556990915562641335160987905196873078,1.1229089575886058,125.43571106638349,61.965106950403765
1.2.826.0.1.3680043.8.498.71635096934396167245562839224982407338,0.35835719398113064,138.5454704015608,50.96296776171291
1.2.826.0.1.3680043.8.498.10125129392797787808341902086611851576,2.166559138713559,145.21730668506535,43.71775416823023
1.2.826.0.1.3680043.8.498.86981908039705761780467655398574849684,0.5638385251626655,142.64172578125,45.886134136473395
1.2.826.0.1.3680043.8.498.11522357027752048690317210248544339185,0.08226727262383247,119.9286126953125,44.328132108578
1.2.826.0.1.3680043.8.498.24711512421187113679993532631113383391,0.5920963603441258,105.5624841796875,65.15909434157898
1.2.826.0.1.3680043.8.498.90235447763131452799722661384469134213,1.2007290059961466,152.0029865234375,52.64921288164944
1.2.826.0.1.3680043.8.498.12585623882621030112298157551743342287,0.0006925908283903309,111.7154466796875,49.05204754416566
1.2.826.0.1.3680043.8.498.46260289791533933626140559589127873589,0.013566229088199782,146.47370859375,63.17793171382679
1.2.826.0.1.3680043.8.498.74713804442050528129670068468489528264,0.4589455821989958,135.6642642708634,74.80629911593418
1.2.826.0.1.3680043.8.498.88280273273066094221152333836747315203,0.001036355849299254,108.67236044139548,65.79516819954578
1.2.826.0.1.3680043.8.498.31874109252260614289420460366264288331,0.060560768400238024,116.4048396484375,56.19546428517378
1.2.826.0.1.3680043.8.498.35083792706893674627967240719921473533,0.6289424234773486,125.36483119607989,68.10568800232979
1.2.826.0.1.3680043.8.498.73088700281917814818981990531960189799,1.6276324954509978,103.5929779296875,67.81452906834086
1.2.826.0.1.3680043.8.498.12007322719604850756077172404659337001,0.5198013383873641,125.04952019843427,70.57147640071993
1.2.826.0.1.3680043.8.498.60705617343400977277920128102483424779,0.003333031546600437,107.85252346656952,66.34968588662777
1.2.826.0.1.3680043.8.498.90049492245276695275413759915937809717,0.030940303322193916,147.2435310546875,58.36285475442698
